Program,Size,parseTime,extractTime,nonNegTransTime,probTransTime,wpTransTime,z3res,z3runTimeNonNeg,z3runTimeProb,z3invariantTotalTime,z3invariantSolverTime,z3constraintSolverTime,z3multiplyGuardsTime,z3checkSatTotalTime,toolTimeZ3,cvc5res,cvc5runTimeNonNeg,cvc5runTimeProb,cvc5invariantTotalTime,cvc5invariantSolverTime,cvc5constraintSolverTime,cvc5multiplyGuardsTime,cvc5checkSatTotalTime,toolTimecvc5,runNonNegCheckNTimes,runProbCheckNTimes,doNonNeg,doProbCheck
sequentialWhileLoops_1.pgcl,1,0.018042325973510742,0.00011277198791503906,0.00032901763916015625,0.00015115737915039062,0.0003020763397216797,Sat,0.03157997131347656,0.013375043869018555,0.01675271987915039,0.016697168350219727,0.013499975204467773,1.9073486328125e-06,0.030414819717407227,0.09431004524230957,Sat,0.013000011444091797,0.003834247589111328,0.017323970794677734,0.017304182052612305,0.003840923309326172,3.0994415283203125e-06,0.021213054656982422,0.05698752403259277,False,False,True,True
sequentialWhileLoops_2.pgcl,2,0.018738985061645508,7.200241088867188e-05,0.00047397613525390625,0.0002868175506591797,0.00019407272338867188,Unsat,0.028009891510009766,0.018927812576293945,0.031085968017578125,0.03104424476623535,0.013174772262573242,2.1457672119140625e-06,0.04430508613586426,0.11101198196411133,Unsat,0.017141103744506836,0.007695913314819336,0.02727198600769043,0.02723407745361328,0.002646923065185547,2.1457672119140625e-06,0.029954195022583008,0.07456040382385254,False,False,True,True
sequentialWhileLoops_3.pgcl,3,0.020268678665161133,9.918212890625e-05,0.0019350051879882812,0.0010790824890136719,0.00032591819763183594,Unsat,0.07166290283203125,0.029881715774536133,0.04556393623352051,0.04551339149475098,0.012028217315673828,1.6689300537109375e-06,0.0576329231262207,0.1828901767730713,Unsat,0.03491091728210449,0.014990091323852539,0.0373988151550293,0.03733968734741211,0.003014802932739258,2.1457672119140625e-06,0.04067277908325195,0.11428642272949219,False,False,True,True
sequentialWhileLoops_4.pgcl,4,0.014364957809448242,0.0001220703125,0.002567768096923828,0.0013120174407958984,0.00036787986755371094,Unsat,0.07185101509094238,0.0332028865814209,0.0526881217956543,0.052611589431762695,0.012347936630249023,9.5367431640625e-07,0.0650780200958252,0.18887090682983398,Unsat,0.07585906982421875,0.0309293270111084,0.06247878074645996,0.062397003173828125,0.0025882720947265625,1.9073486328125e-06,0.06522917747497559,0.19075655937194824,False,False,True,True
sequentialWhileLoops_5.pgcl,5,0.014024019241333008,0.00021791458129882812,0.005124092102050781,0.0031540393829345703,0.00046324729919433594,Unsat,0.09648323059082031,0.06046414375305176,0.08366179466247559,0.08355379104614258,0.012607097625732422,1.9073486328125e-06,0.09646797180175781,0.27640748023986816,Unsat,0.17716193199157715,0.38956594467163086,0.07028579711914062,0.07018613815307617,0.002893209457397461,9.5367431640625e-07,0.07331991195678711,0.6630399227142334,False,False,True,True
sequentialWhileLoops_6.pgcl,6,0.035457611083984375,0.00042319297790527344,0.018681764602661133,0.011235952377319336,0.0015399456024169922,Unsat,0.23044109344482422,0.21938109397888184,0.24084901809692383,0.24068570137023926,0.027311086654663086,1.1920928955078125e-06,0.268326997756958,0.7854940891265869,Unsat,0.44986891746520996,0.266038179397583,0.08995890617370605,0.08982396125793457,0.0022001266479492188,2.1457672119140625e-06,0.09232783317565918,0.875579833984375,False,False,True,True
sequentialWhileLoops_7.pgcl,7,0.01952528953552246,0.0002009868621826172,0.015017986297607422,0.009550809860229492,0.0006570816040039062,Sat,0.41467905044555664,0.31814098358154297,0.1493818759918213,0.1492297649383545,0.01320791244506836,2.1457672119140625e-06,0.1627969741821289,0.9405741691589355,Sat,1.1706078052520752,0.31161975860595703,0.0952460765838623,0.09510183334350586,0.0025539398193359375,2.1457672119140625e-06,0.09797906875610352,1.6251637935638428,False,False,True,True
sequentialWhileLoops_8.pgcl,8,0.026371002197265625,0.00023126602172851562,0.03247189521789551,0.020206212997436523,0.0007498264312744141,Sat,0.8159351348876953,0.6032919883728027,0.25902295112609863,0.2585306167602539,0.012722253799438477,1.1920928955078125e-06,0.2719118595123291,1.7711749076843262,Sat,1.7432770729064941,0.5281829833984375,0.0962228775024414,0.09607315063476562,0.0030548572540283203,2.1457672119140625e-06,0.0994417667388916,2.4509377479553223,False,False,True,True
sequentialWhileLoops_9.pgcl,9,0.023253917694091797,0.00036215782165527344,0.2832009792327881,0.039032936096191406,0.0008933544158935547,Sat,1.4110479354858398,0.9693241119384766,0.1416318416595459,0.14144086837768555,0.01187586784362793,1.9073486328125e-06,0.15368986129760742,2.8808090686798096,Sat,3.5664119720458984,5.085568904876709,0.11878800392150879,0.11860418319702148,0.0019960403442382812,1.6689300537109375e-06,0.12097001075744629,9.11969804763794,False,False,True,True
sequentialWhileLoops_10.pgcl,10,0.021618127822875977,0.00028395652770996094,0.20908594131469727,0.15065908432006836,0.00139617919921875,Sat,3.2597837448120117,1.9516761302947998,0.1362459659576416,0.13603782653808594,0.010185956954956055,1.9073486328125e-06,0.14659690856933594,5.741103887557983,Sat,6.756073236465454,2.811751127243042,0.15333199501037598,0.15311431884765625,0.0021581649780273438,1.6689300537109375e-06,0.15566492080688477,10.106536388397217,False,False,True,True
sequentialWhileLoops_11.pgcl,11,0.028296947479248047,0.0003058910369873047,0.48686885833740234,0.15302801132202148,0.0012149810791015625,Unsat,6.250411748886108,3.6503560543060303,0.1466081142425537,0.14639019966125488,0.01186370849609375,1.1920928955078125e-06,0.1586592197418213,10.729148864746094,Unsat,15.131222009658813,4.5471508502960205,0.1406080722808838,0.14039134979248047,0.002458333969116211,7.152557373046875e-07,0.14322590827941895,20.491320610046387,False,False,True,True
sequentialWhileLoops_12.pgcl,12,0.028362035751342773,0.0003750324249267578,1.099458932876587,0.5236821174621582,0.0014770030975341797,Sat,12.305152893066406,7.346466064453125,0.21214008331298828,0.21186232566833496,0.017203807830810547,2.86102294921875e-06,0.22951602935791016,21.534496784210205,Sat,33.487608909606934,7.80975604057312,0.1585240364074707,0.15829062461853027,0.002022981643676758,1.9073486328125e-06,0.16073203086853027,43.11145877838135,False,False,True,True
sequentialWhileLoops_13.pgcl,13,0.029490947723388672,0.0003561973571777344,1.490103006362915,1.2756519317626953,0.0013020038604736328,Sat,22.048254013061523,13.065814018249512,0.17798519134521484,0.17771577835083008,0.010087013244628906,1.9073486328125e-06,0.1882460117340088,38.09922409057617,Sat,72.19334292411804,25.478652954101562,8.690262794494629,8.685222625732422,0.0021839141845703125,5.7220458984375e-05,8.694307804107666,109.1632137298584,False,False,True,True
sequentialWhileLoops_14.pgcl,14,0.04270219802856445,0.0003979206085205078,4.086688041687012,2.4180941581726074,0.0018231868743896484,Unsat,56.799346923828125,33.70062971115112,0.26065826416015625,0.26028895378112793,0.014573097229003906,1.1920928955078125e-06,0.27553319931030273,97.3252227306366,Unsat,145.26892590522766,47.629753828048706,0.16652274131774902,0.1659071445465088,0.002401113510131836,5.817413330078125e-05,0.17032599449157715,199.618718624115,False,False,True,True
sequentialWhileLoops_15.pgcl,15,0.03809213638305664,0.0005679130554199219,7.9902660846710205,3.909379005432129,0.002343893051147461,Unsat,92.80643916130066,54.38483691215515,0.22922396659851074,0.22889971733093262,0.011424064636230469,1.9073486328125e-06,0.2408292293548584,159.37276124954224,Unsat,271.72291684150696,103.48249197006226,0.1821269989013672,0.18138647079467773,0.0023190975189208984,6.985664367675781e-05,0.18587994575500488,387.3319447040558,False,False,True,True
sequentialWhileLoops_16.pgcl,16,0.04090404510498047,0.00044918060302734375,16.900145769119263,7.643378019332886,0.008380889892578125,Unsat,185.4571509361267,120.0137767791748,0.25289011001586914,0.2521364688873291,0.012159109115600586,3.886222839355469e-05,0.2668778896331787,330.3310737609863,Unsat,702.7599558830261,193.21649265289307,0.18790221214294434,0.1871955394744873,0.009341955184936523,8.082389831542969e-05,0.19885516166687012,920.7685718536377,False,False,True,True
