Program,Size,parseTime,extractTime,nonNegTransTime,probTransTime,wpTransTime,z3res,z3runTimeNonNeg,z3runTimeProb,z3invariantTotalTime,z3invariantSolverTime,z3constraintSolverTime,z3multiplyGuardsTime,z3checkSatTotalTime,toolTimeZ3,cvc5res,cvc5runTimeNonNeg,cvc5runTimeProb,cvc5invariantTotalTime,cvc5invariantSolverTime,cvc5constraintSolverTime,cvc5multiplyGuardsTime,cvc5checkSatTotalTime,toolTimecvc5,runNonNegCheckNTimes,runProbCheckNTimes,doNonNeg,doProbCheck
ifElse_1.pgcl,1,0.011178016662597656,9.822845458984375e-05,0.00019788742065429688,5.91278076171875e-05,0.0002589225769042969,Unsat,0.0249481201171875,0.012735128402709961,1.5020370483398438e-05,0.0,0.01576399803161621,2.5033950805664062e-05,0.0159609317779541,0.06544017791748047,Unsat,0.010911941528320312,0.0032601356506347656,2.002716064453125e-05,0.0,0.00541377067565918,9.059906005859375e-06,0.005476951599121094,0.03144502639770508,False,False,True,True
ifElse_2.pgcl,2,0.005978107452392578,2.574920654296875e-05,6.914138793945312e-05,1.2874603271484375e-05,3.1948089599609375e-05,Sat,0.014641046524047852,0.011404037475585938,1.4066696166992188e-05,0.0,0.014072179794311523,6.198883056640625e-06,0.014126777648925781,0.04629158973693848,Sat,0.004030942916870117,0.0019481182098388672,1.4066696166992188e-05,0.0,0.0034799575805664062,5.9604644775390625e-06,0.0035300254821777344,0.015628814697265625,False,False,True,True
ifElse_3.pgcl,3,0.010565996170043945,0.00013709068298339844,0.0007469654083251953,9.584426879882812e-05,0.00031828880310058594,Unsat,0.02019786834716797,0.012337684631347656,4.8160552978515625e-05,0.0,0.02212381362915039,3.0994415283203125e-05,0.02223682403564453,0.06663751602172852,Unsat,0.010159969329833984,0.0027561187744140625,4.792213439941406e-05,0.0,0.010097026824951172,3.0994415283203125e-05,0.010206937789916992,0.0349881649017334,False,False,True,True
ifElse_4.pgcl,4,0.019922733306884766,0.0002129077911376953,0.0022258758544921875,0.0002448558807373047,0.0008699893951416016,Unsat,0.02861785888671875,0.012794971466064453,9.799003601074219e-05,0.0,0.05783510208129883,6.389617919921875e-05,0.058133840560913086,0.12302637100219727,Unsat,0.01792311668395996,0.0027909278869628906,9.107589721679688e-05,0.0,0.019977807998657227,5.984306335449219e-05,0.02015995979309082,0.06435370445251465,False,False,True,True
ifElse_5.pgcl,5,0.034538984298706055,0.0004391670227050781,0.005363941192626953,0.0005929470062255859,0.0029251575469970703,Sat,0.07038736343383789,0.0455322265625,0.00017499923706054688,0.0,0.13126301765441895,0.00011992454528808594,0.13170218467712402,0.2914867401123047,Sat,0.0460200309753418,0.004843950271606445,0.0002968311309814453,0.0,0.048605918884277344,0.0002167224884033203,0.049185752868652344,0.14391469955444336,False,False,True,True
ifElse_6.pgcl,6,0.0668032169342041,0.000843048095703125,0.013631105422973633,0.001386880874633789,0.005686044692993164,Unsat,0.0875551700592041,0.020579099655151367,0.00026226043701171875,0.0,0.1730971336364746,0.00033783912658691406,0.17386603355407715,0.37035226821899414,Unsat,0.046859025955200195,0.005877017974853516,0.0002658367156982422,0.0,0.09247994422912598,0.00030422210693359375,0.09308099746704102,0.23416900634765625,False,False,True,True
ifElse_7.pgcl,7,0.17874717712402344,0.005335092544555664,0.07149696350097656,0.01158285140991211,0.08165669441223145,Sat,0.3203871250152588,0.028130769729614258,0.0005109310150146484,0.0,0.43886733055114746,0.0005028247833251953,0.44022393226623535,1.137573003768921,Sat,0.12606310844421387,0.016396045684814453,0.0006508827209472656,0.0,0.5714950561523438,0.0007238388061523438,0.5731790065765381,1.064469337463379,False,False,True,True
ifElse_8.pgcl,8,0.46491193771362305,0.0060732364654541016,0.15604400634765625,0.007908821105957031,0.03282928466796875,Sat,0.24176883697509766,0.03159308433532715,0.0013301372528076172,0.0,1.3031110763549805,0.0008518695831298828,1.3054461479187012,2.246584177017212,Sat,0.2193620204925537,0.020987987518310547,0.0035440921783447266,0.0,0.772819995880127,0.002193927764892578,0.7787120342254639,1.686838150024414,False,False,True,True
ifElse_9.pgcl,9,0.46602296829223633,0.006646156311035156,0.16504693031311035,0.0190279483795166,0.08142399787902832,Sat,0.4884810447692871,0.05131220817565918,0.002215147018432617,0.0,1.5326011180877686,0.0024428367614746094,1.5374362468719482,2.815406560897827,Sat,0.29799914360046387,0.038851022720336914,0.002565145492553711,0.0,0.894866943359375,0.002095937728881836,0.8997077941894531,1.9747350215911865,False,False,True,True
ifElse_10.pgcl,10,0.9962677955627441,0.013262033462524414,0.3750462532043457,0.039791107177734375,0.16773509979248047,Unsat,0.9139761924743652,0.09214997291564941,0.004419803619384766,0.0,3.4543046951293945,0.004180192947387695,3.463075876235962,6.061309814453125,Unsat,0.624039888381958,0.0587310791015625,0.004504203796386719,0.0,1.9626259803771973,0.004198789596557617,1.9714992046356201,4.246377944946289,False,False,True,True
ifElse_11.pgcl,11,1.7618000507354736,0.026870012283325195,0.8257761001586914,0.08626198768615723,0.8025650978088379,Unsat,1.8072199821472168,0.17348599433898926,0.00963902473449707,0.0,7.670685768127441,0.10684418678283691,7.787365198135376,13.271352052688599,Unsat,1.2700068950653076,0.11592864990234375,0.009227991104125977,0.0,4.290992259979248,0.008665084838867188,4.309278964996338,9.198495388031006,False,False,True,True
